"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"260";"A047812";"2015MM01";"   101.5";"     2.5";"     2.2";"    99.7";"     1.4";"    -1.0"
"261";"A047812";"2015MM02";"    95.5";"     2.2";"     2.2";"    94.2";"     1.3";"    -0.8"
"262";"A047812";"2015MM03";"    99.2";"     1.7";"     1.9";"    99.2";"     0.9";"    -0.8"
"263";"A047812";"2015KW01";"    98.7";"     2.1";"     2.1";"    97.7";"     1.2";"    -0.9"
"264";"A047812";"2015MM04";"    99.7";"     2.6";"     2.7";"    99.9";"     2.7";"     0.1"
"265";"A047812";"2015MM05";"   100.9";"     0.6";"     1.6";"   101.6";"     1.1";"     0.5"
"266";"A047812";"2015MM06";"   100.9";"     3.6";"     2.7";"   101.0";"     3.9";"     0.4"
"267";"A047812";"2015KW02";"   100.5";"     2.3";"     2.3";"   100.8";"     2.6";"     0.3"
"268";"A047812";"2015MM07";"   101.2";"     2.9";"     2.5";"   102.0";"     4.0";"     1.0"
"269";"A047812";"2015MM08";"    98.0";"     0.9";"     1.5";"    98.6";"     1.6";"     0.7"
"270";"A047812";"2015MM09";"    99.4";"     3.5";"     3.0";"    99.5";"     4.4";"     0.9"
"271";"A047812";"2015KW03";"    99.5";"     2.4";"     2.4";"   100.1";"     3.3";"     0.9"
"272";"A047812";"2015MM10";"   100.9";"     2.8";"     2.5";"   101.8";"     3.4";"     0.6"
"273";"A047812";"2015MM11";"    97.2";"     0.5";"     1.2";"    97.1";"     1.0";"     0.5"
"274";"A047812";"2015MM12";"   105.6";"     1.9";"     1.5";"   105.3";"     2.6";"     0.6"
"275";"A047812";"2015KW04";"   101.2";"     1.8";"     1.7";"   101.4";"     2.3";"     0.6"
"276";"A047812";"2016MM01";"   100.8";"    -0.6";"     0.1";"   100.1";"     0.4";"     1.0"
"277";"A047812";"2016MM02";"    97.0";"     1.6";"     0.4";"    96.8";"     2.8";"     1.2"
"278";"A047812";"2016MM03";"   101.8";"     2.5";"     0.8";"   103.1";"     3.9";"     1.4"
"279";"A047812";"2016KW01";"    99.9";"     1.2";"     0.4";"   100.0";"     2.4";"     1.2"
"280";"A047812";"2016MM04";"   100.7";"     1.0";"     0.7";"   101.4";"     1.4";"     0.4"
"281";"A047812";"2016MM05";"   101.2";"     0.3";"     1.4";"   102.4";"     0.8";"     0.5"
"282";"A047812";"2016MM06";"   102.3";"     1.4";"     0.8";"   102.9";"     1.9";"     0.5"
"283";"A047812";"2016KW02";"   101.4";"     0.9";"     1.0";"   102.2";"     1.4";"     0.5"
"284";"A047812";"2016MM07";"   102.7";"     1.5";"     2.1";"   103.8";"     1.7";"     0.2"
"285";"A047812";"2016MM08";"    99.5";"     1.6";"     1.2";"   100.8";"     2.2";"     0.6"
"286";"A047812";"2016MM09";"   100.7";"     1.3";"     0.9";"   101.0";"     1.5";"     0.2"
"287";"A047812";"2016KW03";"   101.0";"     1.4";"     1.4";"   101.9";"     1.8";"     0.4"
"288";"A047812";"2016MM10";"   101.0";"     0.1";"     1.7";"   102.3";"     0.5";"     0.4"
"289";"A047812";"2016MM11";"   100.7";"     3.5";"     2.4";"   101.1";"     4.1";"     0.6"
"290";"A047812";"2016MM12";"   108.1";"     2.4";"     1.6";"   109.0";"     3.5";"     1.1"
"291";"A047812";"2016KW04";"   103.3";"     2.0";"     1.9";"   104.1";"     2.7";"     0.7"
"292";"A047812";"2017MM01";"   103.2";"     2.4";"     3.3";"   104.1";"     4.0";"     1.6"
"293";"A047812";"2017MM02";"    98.0";"     1.0";"     2.6";"    99.3";"     2.6";"     1.6"
"294";"A047812";"2017MM03";"   104.1";"     2.3";"     2.2";"   106.1";"     2.9";"     0.7"
"295";"A047812";"2017KW01";"   101.8";"     1.9";"     2.7";"   103.2";"     3.2";"     1.3"
"296";"A047812";"2017MM04";"   102.8";"     2.0";"     2.8";"   104.9";"     3.5";"     1.4"
"297";"A047812";"2017MM05";"   105.2";"     4.0";"     3.0";"   107.4";"     4.9";"     0.9"
"298";"A047812";"2017MM06";"   105.3";"     2.9";"     2.7";"   107.1";"     4.0";"     1.1"
"299";"A047812";"2017KW02";"   104.4";"     3.0";"     2.8";"   106.5";"     4.1";"     1.1"
"300";"A047812";"2017MM07";"   104.6";"     1.8";"     2.5";"   107.1";"     3.2";"     1.3"
"301";"A047812";"2017MM08";"   102.2";"     2.7";"     2.3";"   105.1";"     4.2";"     1.5"
"302";"A047812";"2017MM09";"   104.3";"     3.6";"     3.3";"   106.3";"     5.3";"     1.6"
"303";"A047812";"2017KW03";"   103.7";"     2.7";"     2.7";"   106.2";"     4.2";"     1.5"
"304";"A047812";"2017MM10";"   101.6";"     0.6";"     1.0";"   104.4";"     2.0";"     1.5"
"305";"A047812";"2017MM11";"   103.4";"     2.7";"     2.6";"   105.5";"     4.3";"     1.6"
"306";"A047812";"2017MM12";"   108.9";"     0.7";"     1.7";"   111.1";"     1.9";"     1.2"
"307";"A047812";"2017KW04";"   104.6";"     1.3";"     1.8";"   107.0";"     2.7";"     1.4"
"308";"A047812";"2018MM01";"   105.8";"     2.5";"     1.7";"   108.9";"     4.6";"     2.0"
"309";"A047812";"2018MM02";"   101.1";"     3.2";"     3.2";"   104.5";"     5.2";"     2.0"
"310";"A047812";"2018MM03";"   107.9";"     3.7";"     3.0";"   112.0";"     5.6";"     1.8"
"311";"A047812";"2018KW01";"   105.0";"     3.1";"     2.6";"   108.5";"     5.1";"     1.9"
"312";"A047812";"2018MM04";"   104.8";"     2.0";"     3.2";"   108.9";"     3.8";"     1.8"
"313";"A047812";"2018MM05";"   107.8";"     2.4";"     2.0";"   112.8";"     5.0";"     2.5"
"314";"A047812";"2018MM06";"   108.4";"     3.0";"     2.6";"   112.6";"     5.2";"     2.2"
"315";"A047812";"2018KW02";"   107.0";"     2.5";"     2.6";"   111.4";"     4.7";"     2.2"
"316";"A047812";"2018MM07";"   107.0";"     2.3";"     2.8";"   112.1";"     4.7";"     2.3"
"317";"A047812";"2018MM08";"   105.3";"     3.0";"     2.6";"   110.7";"     5.3";"     2.2"
"318";"A047812";"2018MM09";"   105.3";"     0.9";"     2.0";"   109.3";"     2.9";"     2.0"
"319";"A047812";"2018KW03";"   105.9";"     2.1";"     2.5";"   110.7";"     4.3";"     2.2"
"320";"A047812";"2018MM10";"   104.6";"     3.0";"     2.1";"   110.1";"     5.5";"     2.4"
"321";"A047812";"2018MM11";"   105.9";"     2.5";"     2.2";"   110.5";"     4.7";"     2.2"
"322";"A047812";"2018MM12";"   110.1";"     1.1";"     1.7";"   114.8";"     3.4";"     2.3"
"323";"A047812";"2018KW04";"   106.9";"     2.1";"     2.0";"   111.8";"     4.5";"     2.3"
"324";"A047812";"2019MM01";"   107.6";"     1.7";"     1.3";"   113.4";"     4.1";"     2.4"
"325";"A047812";"2019MM02";"   102.0";"     0.9";"     0.9";"   108.1";"     3.5";"     2.5"
"326";"A047812";"2019MM03";"   108.0";"     0.0";"     1.4";"   115.0";"     2.7";"     2.6"
"327";"A047812";"2019KW01";"   105.9";"     0.9";"     1.2";"   112.2";"     3.4";"     2.5"
"328";"A047812";"2019MM04";"   107.6";"     2.7";"     1.5";"   114.4";"     5.0";"     2.3"
"329";"A047812";"2019MM05";"   110.9";"     2.9";"     2.5";"   118.5";"     5.1";"     2.1"
"330";"A047812";"2019MM06";"   108.6";"     0.1";"     1.4";"   115.2";"     2.2";"     2.1"
"331";"A047812";"2019KW02";"   109.0";"     1.9";"     1.8";"   116.0";"     4.1";"     2.1"
"332";"A047812";"2019MM07";"   109.2";"     2.0";"     1.1";"   116.9";"     4.3";"     2.2"
"333";"A047812";"2019MM08";"   106.8";"     1.4";"     1.1";"   115.3";"     4.1";"     2.7"
"334";"A047812";"2019MM09";"   106.6";"     1.3";"     2.0";"   113.4";"     3.7";"     2.4"
"335";"A047812";"2019KW03";"   107.5";"     1.6";"     1.4";"   115.2";"     4.0";"     2.4"
"336";"A047812";"2019MM10";"   107.2";"     2.5";"     2.0";"   115.6";"     4.9";"     2.4"
"337";"A047812";"2019MM11";"   108.1";"     2.0";"     1.7";"   115.3";"     4.3";"     2.3"
"338";"A047812";"2019MM12";"   113.0";"     2.6";"     3.1";"   120.8";"     5.2";"     2.5"
"339";"A047812";"2019KW04";"   109.4";"     2.4";"     2.3";"   117.2";"     4.8";"     2.4"
"340";"A047812";"2020MM01";"   109.1";"     1.3";"     0.9";"   117.1";"     3.3";"     1.9"
"341";"A047812";"2020MM02";"   106.0";"     3.8";"     1.2";"   114.0";"     5.5";"     1.6"
"342";"A047812";"2020MM03";"    99.0";"    -8.3";"    -6.4";"   107.3";"    -6.7";"     1.8"
"343";"A047812";"2020KW01";"   104.7";"    -1.1";"    -1.5";"   112.8";"     0.6";"     1.7"
"344";"A047812";"2020MM04";"    89.5";"   -16.9";"   -17.1";"    96.9";"   -15.3";"     1.8"
"345";"A047812";"2020MM05";"    96.8";"   -12.7";"   -12.1";"   104.8";"   -11.6";"     1.3"
"346";"A047812";"2020MM06";"   100.8";"    -7.1";"    -7.1";"   109.2";"    -5.2";"     2.1"
"347";"A047812";"2020KW02";"    95.7";"   -12.2";"   -12.1";"   103.6";"   -10.7";"     1.7"
"348";"A047812";"2020MM07";"   107.2";"    -1.8";"    -2.7";"   116.4";"    -0.4";"     1.4"
"349";"A047812";"2020MM08";"   102.6";"    -3.9";"    -2.3";"   111.4";"    -3.4";"     0.5"
"350";"A047812";"2020MM09";"   103.6";"    -2.8";"    -4.0";"   111.6";"    -1.5";"     1.4"
"351";"A047812";"2020KW03";"   104.5";"    -2.8";"    -3.0";"   113.1";"    -1.8";"     1.1"
"352";"A047812";"2020MM10";"   101.1";"    -5.8";"    -6.5";"   110.5";"    -4.4";"     1.5"
"353";"A047813";"2000JJ00";"    94.1";"     3.1";"     3.0";"    77.3";"     5.8";"     2.7"
"354";"A047813";"2001JJ00";"    95.1";"     1.1";"     1.3";"    81.8";"     5.9";"     4.7"
"355";"A047813";"2002JJ00";"    96.1";"     1.0";"     0.9";"    84.7";"     3.5";"     2.5"
"356";"A047813";"2003JJ00";"    95.7";"    -0.4";"    -0.4";"    84.8";"     0.2";"     0.6"
"357";"A047813";"2004JJ00";"    96.1";"     0.5";"     0.1";"    85.3";"     0.6";"     0.1"
"358";"A047813";"2005JJ00";"    96.5";"     0.3";"     0.7";"    86.6";"     1.5";"     1.2"
"359";"A047813";"2006JJ00";"    99.3";"     2.9";"     3.2";"    90.7";"     4.7";"     1.8"
"360";"A047813";"2007JJ00";"   102.0";"     2.8";"     2.7";"    94.2";"     3.8";"     1.0"
"361";"A047813";"2008JJ00";"   102.7";"     0.6";"     0.3";"    97.7";"     3.7";"     3.0"
"362";"A047813";"2009JJ00";"    99.5";"    -3.1";"    -2.9";"    94.0";"    -3.7";"    -0.6"
"363";"A047813";"2010JJ00";"   100.8";"     1.3";"     1.2";"    96.3";"     2.4";"     1.1"
"364";"A047813";"2011JJ00";"   100.6";"    -0.2";"    -0.2";"    98.1";"     1.9";"     2.1"
"365";"A047813";"2012JJ00";"    98.9";"    -1.7";"    -1.7";"    98.7";"     0.6";"     2.4"
"366";"A047813";"2013JJ00";"    96.5";"    -2.4";"    -2.3";"    98.0";"    -0.7";"     1.7"
"367";"A047813";"2014JJ00";"    97.0";"     0.5";"     0.4";"    97.8";"    -0.1";"    -0.6"
"368";"A047813";"2015JJ00";"   100.0";"     3.1";"     3.1";"   100.0";"     2.2";"    -0.9"
"369";"A047813";"2016JJ00";"   100.9";"     0.9";"     0.6";"   100.7";"     0.7";"    -0.2"
"370";"A047813";"2017JJ00";"   103.3";"     2.4";"     2.9";"   104.4";"     3.7";"     1.3"
"371";"A047813";"2018JJ00";"   106.1";"     2.6";"     2.6";"   108.9";"     4.4";"     1.7"
"372";"A047813";"2019JJ00";"   107.7";"     1.5";"     1.5";"   113.3";"     4.0";"     2.4"
"373";"A047813";"2000MM01";"    97.0";"     2.4";"     4.0";"    76.1";"     3.8";"     1.4"
"374";"A047813";"2000MM02";"    89.8";"     6.7";"     4.3";"    71.1";"     9.6";"     2.7"
"375";"A047813";"2000MM03";"    98.9";"     6.0";"     3.7";"    80.0";"     7.9";"     1.7"
"376";"A047813";"2000KW01";"    95.2";"     5.0";"     3.9";"    75.8";"     7.0";"     1.9"
"377";"A047813";"2000MM04";"    95.0";"     1.5";"     3.2";"    76.7";"     3.6";"     2.1"
"378";"A047813";"2000MM05";"    94.6";"     3.5";"     2.6";"    78.2";"     6.5";"     2.9"
"379";"A047813";"2000MM06";"    91.3";"     0.0";"    -1.2";"    75.5";"     2.6";"     2.7"
"380";"A047813";"2000KW02";"    93.6";"     1.7";"     1.5";"    76.8";"     4.2";"     2.5"
"381";"A047813";"2000MM07";"    90.8";"    -3.6";"     0.8";"    74.0";"    -1.3";"     2.4"
"382";"A047813";"2000MM08";"    90.6";"     7.4";"     3.4";"    73.4";"     9.1";"     1.6"
"383";"A047813";"2000MM09";"    92.5";"     4.7";"     3.2";"    77.3";"     7.7";"     2.9"
"384";"A047813";"2000KW03";"    91.3";"     2.6";"     2.4";"    74.9";"     5.0";"     2.3"
"385";"A047813";"2000MM10";"    89.0";"    -0.9";"     2.1";"    77.0";"     2.9";"     3.8"
"386";"A047813";"2000MM11";"    94.7";"     5.3";"     3.8";"    80.9";"     9.9";"     4.4"
"387";"A047813";"2000MM12";"   105.0";"     4.7";"     6.5";"    87.0";"     8.5";"     3.7"
"388";"A047813";"2000KW04";"    96.2";"     3.1";"     4.2";"    81.6";"     7.1";"     3.9"
"389";"A047813";"2001MM01";"    97.0";"    -0.1";"    -0.9";"    80.3";"     5.4";"     5.5"
"390";"A047813";"2001MM02";"    86.6";"    -3.6";"    -0.5";"    72.5";"     2.0";"     5.8"
"391";"A047813";"2001MM03";"   100.6";"     1.7";"     0.7";"    86.0";"     7.4";"     5.7"
"392";"A047813";"2001KW01";"    94.7";"    -0.6";"    -0.2";"    79.6";"     5.1";"     5.7"
"393";"A047813";"2001MM04";"    92.7";"    -2.5";"    -0.3";"    79.4";"     3.5";"     6.1"
"394";"A047813";"2001MM05";"    96.7";"     2.2";"     1.0";"    84.2";"     7.7";"     5.4"
"395";"A047813";"2001MM06";"    94.4";"     3.4";"     2.4";"    81.8";"     8.4";"     4.8"
"396";"A047813";"2001KW02";"    94.6";"     1.0";"     1.0";"    81.8";"     6.5";"     5.5"
"397";"A047813";"2001MM07";"    92.1";"     1.5";"     2.4";"    78.3";"     5.8";"     4.2"
"398";"A047813";"2001MM08";"    93.7";"     3.4";"     2.2";"    79.4";"     8.1";"     4.6"
"399";"A047813";"2001MM09";"    92.6";"     0.1";"     3.4";"    81.0";"     4.9";"     4.8"
"400";"A047813";"2001KW03";"    92.8";"     1.7";"     2.7";"    79.6";"     6.2";"     4.5"
"401";"A047813";"2001MM10";"    93.0";"     4.5";"     2.4";"    83.2";"     8.1";"     3.4"
"402";"A047813";"2001MM11";"    98.6";"     4.1";"     3.4";"    86.7";"     7.2";"     2.9"
"403";"A047813";"2001MM12";"   103.8";"    -1.1";"     0.3";"    89.1";"     2.4";"     3.5"
"404";"A047813";"2001KW04";"    98.5";"     2.3";"     2.0";"    86.3";"     5.8";"     3.4"
"405";"A047813";"2002MM01";"    99.6";"     2.7";"     1.6";"    85.5";"     6.5";"     3.6"
"406";"A047813";"2002MM02";"    87.9";"     1.5";"     1.5";"    75.9";"     4.7";"     3.1"
"407";"A047813";"2002MM03";"   100.4";"    -0.2";"     1.5";"    88.3";"     2.7";"     2.9"
"408";"A047813";"2002KW01";"    96.0";"     1.3";"     1.5";"    83.2";"     4.6";"     3.2"
"409";"A047813";"2002MM04";"    95.1";"     2.6";"     1.5";"    83.4";"     5.1";"     2.4"
"410";"A047813";"2002MM05";"    98.2";"     1.6";"     0.4";"    87.0";"     3.3";"     1.6"
"411";"A047813";"2002MM06";"    94.5";"     0.1";"     3.2";"    83.6";"     2.2";"     2.1"
"412";"A047813";"2002KW02";"    96.0";"     1.4";"     1.7";"    84.7";"     3.5";"     2.0"
"413";"A047813";"2002MM07";"    94.0";"     2.0";"    -0.2";"    82.4";"     5.2";"     3.1"
"414";"A047813";"2002MM08";"    94.7";"     1.0";"     0.2";"    82.5";"     4.0";"     2.9"
"415";"A047813";"2002MM09";"    91.4";"    -1.4";"     0.5";"    82.1";"     1.4";"     2.8"
"416";"A047813";"2002KW03";"    93.4";"     0.6";"     0.2";"    82.3";"     3.5";"     2.9"
"417";"A047813";"2002MM10";"    95.5";"     2.6";"     1.3";"    87.2";"     4.8";"     2.1"
"418";"A047813";"2002MM11";"    97.6";"    -1.1";"    -2.0";"    87.3";"     0.7";"     1.7"
"419";"A047813";"2002MM12";"   103.9";"     0.0";"     1.6";"    90.7";"     1.8";"     1.8"
"420";"A047813";"2002KW04";"    99.0";"     0.5";"     0.3";"    88.4";"     2.4";"     1.9"
"421";"A047813";"2003MM01";"   103.5";"     3.9";"     2.8";"    90.0";"     5.3";"     1.3"
"422";"A047813";"2003MM02";"    91.6";"     4.2";"     4.1";"    80.1";"     5.5";"     1.3"
"423";"A047813";"2003MM03";"    98.2";"    -2.1";"     0.4";"    87.8";"    -0.6";"     1.6"
"424";"A047813";"2003KW01";"    97.8";"     1.9";"     2.4";"    86.0";"     3.3";"     1.4"
"425";"A047813";"2003MM04";"    96.4";"     1.4";"    -0.3";"    85.3";"     2.2";"     0.9"
"426";"A047813";"2003MM05";"    99.5";"     1.3";"     0.4";"    88.8";"     2.1";"     0.7"
"427";"A047813";"2003MM06";"    91.9";"    -2.8";"    -0.8";"    81.6";"    -2.4";"     0.4"
"428";"A047813";"2003KW02";"    95.9";"     0.0";"    -0.2";"    85.2";"     0.6";"     0.6"
"429";"A047813";"2003MM07";"    93.1";"    -0.9";"    -2.0";"    81.8";"    -0.7";"     0.3"
"430";"A047813";"2003MM08";"    91.4";"    -3.5";"    -1.1";"    80.1";"    -3.0";"     0.5"
"431";"A047813";"2003MM09";"    91.5";"     0.2";"    -1.8";"    82.0";"    -0.1";"    -0.3"
"432";"A047813";"2003KW03";"    92.0";"    -1.4";"    -1.6";"    81.3";"    -1.3";"     0.1"
"433";"A047813";"2003MM10";"    96.0";"     0.6";"    -0.9";"    87.8";"     0.6";"     0.1"
"434";"A047813";"2003MM11";"    93.3";"    -4.4";"    -1.3";"    83.8";"    -3.9";"     0.5"
"435";"A047813";"2003MM12";"   101.7";"    -2.1";"    -4.1";"    88.7";"    -2.2";"    -0.1"
"436";"A047813";"2003KW04";"    97.0";"    -2.0";"    -2.1";"    86.8";"    -1.8";"     0.1"
"437";"A047813";"2004MM01";"   104.3";"     0.7";"     0.1";"    90.6";"     0.7";"    -0.1"
"438";"A047813";"2004MM02";"    89.9";"    -1.8";"    -2.9";"    78.6";"    -1.9";"    -0.1"
"439";"A047813";"2004MM03";"    99.5";"     1.3";"     0.1";"    88.4";"     0.7";"    -0.6"
"440";"A047813";"2004KW01";"    97.9";"     0.2";"    -0.9";"    85.9";"    -0.1";"    -0.3"
"441";"A047813";"2004MM04";"    98.1";"     1.7";"     0.4";"    86.9";"     1.8";"     0.1"
"442";"A047813";"2004MM05";"    95.3";"    -4.3";"    -0.1";"    85.3";"    -3.9";"     0.4"
"443";"A047813";"2004MM06";"    96.2";"     4.7";"     1.6";"    85.7";"     5.1";"     0.4"
"444";"A047813";"2004KW02";"    96.5";"     0.6";"     0.6";"    86.0";"     0.9";"     0.3"
"445";"A047813";"2004MM07";"    97.1";"     4.2";"     2.2";"    85.3";"     4.2";"     0.0"
"446";"A047813";"2004MM08";"    88.8";"    -2.9";"     0.4";"    78.0";"    -2.6";"     0.3"
"447";"A047813";"2004MM09";"    93.0";"     1.6";"    -0.2";"    83.3";"     1.5";"    -0.1"
"448";"A047813";"2004KW03";"    92.9";"     1.0";"     0.8";"    82.2";"     1.1";"     0.1"
"449";"A047813";"2004MM10";"    93.0";"    -3.1";"    -1.5";"    85.7";"    -2.3";"     0.8"
"450";"A047813";"2004MM11";"    93.0";"    -0.4";"    -0.5";"    84.0";"     0.1";"     0.5"
"451";"A047813";"2004MM12";"   105.3";"     3.6";"     1.1";"    92.0";"     3.7";"     0.1"
"452";"A047813";"2004KW04";"    97.1";"     0.1";"    -0.3";"    87.2";"     0.5";"     0.4"
"453";"A047813";"2005MM01";"    99.5";"    -4.6";"    -0.5";"    87.4";"    -3.6";"     1.1"
"454";"A047813";"2005MM02";"    88.3";"    -1.8";"    -0.8";"    78.1";"    -0.6";"     1.2"
"455";"A047813";"2005MM03";"   101.4";"     1.9";"     0.4";"    91.2";"     3.1";"     1.2"
"456";"A047813";"2005KW01";"    96.4";"    -1.5";"    -0.3";"    85.6";"    -0.4";"     1.2"
"457";"A047813";"2005MM04";"    97.0";"    -1.1";"    -1.3";"    86.6";"    -0.3";"     0.8"
"458";"A047813";"2005MM05";"    93.4";"    -2.0";"    -0.8";"    83.9";"    -1.7";"     0.3"
"459";"A047813";"2005MM06";"    98.1";"     2.0";"     1.5";"    88.0";"     2.6";"     0.6"
"460";"A047813";"2005KW02";"    96.2";"    -0.4";"    -0.2";"    86.2";"     0.2";"     0.6"
"461";"A047813";"2005MM07";"    95.8";"    -1.3";"     1.0";"    84.7";"    -0.7";"     0.6"
"462";"A047813";"2005MM08";"    91.9";"     3.5";"     1.3";"    81.6";"     4.6";"     1.1"
"463";"A047813";"2005MM09";"    95.6";"     2.8";"     2.0";"    86.7";"     4.1";"     1.3"
"464";"A047813";"2005KW03";"    94.4";"     1.6";"     1.4";"    84.3";"     2.6";"     1.0"
"465";"A047813";"2005MM10";"    93.3";"     0.3";"     2.2";"    87.1";"     1.5";"     1.2"
"466";"A047813";"2005MM11";"    96.5";"     3.8";"     2.7";"    88.6";"     5.6";"     1.8"
"467";"A047813";"2005MM12";"   106.7";"     1.3";"     0.5";"    95.6";"     4.0";"     2.7"
"468";"A047813";"2005KW04";"    98.8";"     1.7";"     1.7";"    90.5";"     3.7";"     1.9"
"469";"A047813";"2006MM01";"   102.9";"     3.4";"     4.3";"    92.8";"     6.2";"     2.8"
"470";"A047813";"2006MM02";"    91.5";"     3.7";"     3.9";"    83.2";"     6.5";"     2.7"
"471";"A047813";"2006MM03";"   106.0";"     4.6";"     3.8";"    97.4";"     6.8";"     2.2"
"472";"A047813";"2006KW01";"   100.1";"     3.9";"     4.0";"    91.1";"     6.5";"     2.5"
"473";"A047813";"2006MM04";"    99.5";"     2.5";"     4.9";"    90.6";"     4.5";"     2.0"
"474";"A047813";"2006MM05";"   100.8";"     7.9";"     5.6";"    92.5";"    10.3";"     2.2"
"475";"A047813";"2006MM06";"   101.9";"     3.9";"     3.1";"    93.0";"     5.7";"     1.8"
"476";"A047813";"2006KW02";"   100.7";"     4.7";"     4.5";"    92.0";"     6.8";"     2.0"
"477";"A047813";"2006MM07";"    95.6";"    -0.3";"     1.5";"    85.5";"     1.0";"     1.3"
"478";"A047813";"2006MM08";"    97.2";"     5.7";"     4.7";"    88.1";"     8.0";"     2.1"
